Filename,Sentence,manual_emotion,manual_sentiment
HDFS-5291,And then we get into safemode,/,
YARN-4984,"Due to YARN-4325, many stale applications still exists in NM state store and get recovered after NM restart.",/,
YARN-4984,"The app initiation will get failed due to token invalid, but exception is swallowed and aggregator thread is still created for invalid app..",surprise,-1
YARN-4984,Exception is:,/,
YARN-2846,The NM restart work preserving feature could make running AM container get LOST and killed during stop NM daemon.,fear,-1
YARN-2846,The exception is like below:.,/,
YARN-2846,"In reacquireContainer() of ContainerExecutor.java, the while loop of checking container process (AM container) will be interrupted by NM stop.",/,
YARN-2846,The IOException get thrown and failed to generate an ExitCodeFile for the running container.,/,
YARN-2846,"Later, the IOException will be caught in upper call (RecoveredContainerLaunch.call()) and the ExitCode (by default to be LOST without any setting) get persistent in NMStateStore.",/,
YARN-2846,"After NM restart again, this container is recovered as COMPLETE state but exit code is LOST (154) - cause this (AM) container get killed later.. We should get rid of recording the exit code of running containers if detecting process is interrupted.",surprise,-1
STORM-2986,So I set.,/,
STORM-2986,to start LogCleaner thread.,/,
STORM-2986,But from logviewer.log:.,surprise,-1
STORM-2986,It's because there is no workers-artifacts directory at the very beginning before submitting any topologies.,/,
STORM-2986,Users鑱絚an fix it by鑱絤anually creating the directory.,/,
STORM-2986,But it's better to have it solve fixed.,/,
HDFS-3828,{{BlockPoolSliceScanner#scan}} calls cleanUp every time it's invoked from {{DataBlockScanner#run}} via {{scanBlockPoolSlice}}.,/,
HDFS-3828,"But cleanUp unconditionally roll()s the verificationLogs, so after two iterations we have lost the first iteration of block verification times.",Surprise,-1
HDFS-3828,As a result a cluster with just one block repeatedly rescans it every 10 seconds:.,/,
HDFS-3828,"To fix this, we need to avoid roll()ing the logs multiple times per period.",/,
HIVE-17774,Looks like the MR job should not have been attempted in this case.,surprise,-1
YARN-3369,In AppSchedulingInfo.java the method checkForDeactivation() has these 2 consecutive lines:.,/,
YARN-3369,the first line calls getResourceRequest and it can return null..,/,
YARN-3369,The second line dereferences the pointer directly without a check..,surprise,-1
YARN-3369,"If the pointer is null, the RM dies.",/,
HDFS-10512,VolumeScanner may terminate due to unexpected NullPointerException thrown in {{DataNode.reportBadBlocks()}}.,surprise,-1
HDFS-10512,This is different from HDFS-8850/HDFS-9190.,/,
HDFS-10512,I observed this bug in a production CDH 5.5.1 cluster and the same bug still persist in upstream trunk..,/,
HDFS-10512,I think the NPE comes from the volume variable in the following code snippet.,/,
HDFS-10512,"Somehow the volume scanner know the volume, but the datanode can not lookup the volume using the block.",/,
STORM-3096,STORM-3053 attempted to fix the race condition where a nimbus timer causes doCleanup() to delete the blobs during topology submission.,/,
STORM-3096,"After the fix went in, we still see the error occurring.",Sadness,-1
STORM-3096,I tracked the problem down to鑱絠dsOfTopologiesWithPrivateWorkerKeys() at [https://github.com/apache/storm/blob/master/storm-server/src/main/java/org/apache/storm/daemon/nimbus/Nimbus.java#L893.],/,
STORM-3096,"The previous change to wait to delete topologies is useful, but should be moved after all the topologies are discovered.",/,
HDFS-129,"When bringing back a decommissioned node, we forgot to take out the hostname from dfs.hosts.exclude and call dfsadmin -refreshNodes.",/,
HDFS-129,"Somehow, instead of getting 'reject' message, datanode shutdown with NPE.",surprise,-1
HDFS-129,"After dfsadmin -refreshNodes, datanode was able to join back.",/,
HDFS-129,"Stack trace,",/,
YARN-3963,Currently as per the code in {{CommonNodeLabelManager#addToClusterNodeLabels}} when we add same nodelabel again event will not be fired so no updation is done.,/,
YARN-3963,All these commands will give success when applied again through CLI .,/,
YARN-3963,Also since exclusive=true to false is not supported success is misleading,Sadness,-1
STORM-1520,Placeholder until I can gather more information for reproducing the issue..,/,
STORM-1520,The following appears in nimbus.log after deploying/undeploying topologies:.,/,
STORM-1520,-Basic functionality does not seem to be affected.-.,/,
STORM-1520,Nimbus becomes unresponsive and needs to be manually restarted.,surprise,-1
YARN-351,ResourceManager seem to die due to NPE shown below on FairScheduler..,/,
YARN-351,This is easily reproduced on a cluster with multiple racks and nodes within each rack.,/,
YARN-351,Simple job with multiple tasks on each node triggers NPE in RM..,/,
YARN-351,"Without understanding actual workings, I tried to do a null check which looked like it solved problem.",/,
YARN-351,But I am not sure if that is the right behavior yet..,Sadness,-1
YARN-351,"I feel this is serious enough to be marked as blocker, what do you guys think?",/,
MAPREDUCE-6002,"With MAPREDUCE-5900, preempted MR task should not be treat as failed.",surprise,-1
MAPREDUCE-6002,But it is still possible a MR task fail and report to AM when preemption take effect and the AM hasn't received completed container from RM yet.,/,
MAPREDUCE-6002,"It will cause the task attempt marked failed instead of preempted.. An example is FileSystem has shutdown hook, it will close all FileSystem instance, if at the same time, the FileSystem is in-use (like reading split details from HDFS), MR task will fail and report the fatal error to MR AM.",fear,-1
MAPREDUCE-6002,An exception will be raised:.,/,
MAPREDUCE-6002,"We should prevent this, because it is possible other exceptions happen when shutting down, we shouldn't report any of such exceptions to AM.",/,
YARN-8202,When I execute a pi job with arguments:鑱.,/,
YARN-8202,"and I have one node with 5GB of resource1, I get the following exception on every second and the job hangs:.",/,
YARN-8202,*This is because鑱給rg.apache.hadoop.yarn.server.resourcemanager.scheduler.SchedulerUtils#validateResourceRequest does not take resource units into account.*.,/,
YARN-8202,"However, if I start a job with arguments:鑱.",surprise,-1
YARN-8202,and I still have 5GB of resource1 on one node then the job runs successfully.. 鑱.,/,
YARN-8202,"I also tried a third鑱絡ob run, when I request 1GB of resource1 and I have no nodes with any amount of resource1, then I restart the node with 5GBs of resource1, the job ultimately completes, but just after the node with enough resources registered in RM, which is the desired behaviour.",/,
HIVE-12815,I was running something like create table as select 1;.,/,
HIVE-12815,First it logs why it cannot get stats:.,/,
HIVE-12815,"and returns null, then it fails with NPE:.",/,
HIVE-12815,Only "NullPointerException null" is logged to CLI... :(,Sadness,-1
HADOOP-3635,I see bunch of datanodes stop verifying local blocks.. ".out" showed .,/,
HADOOP-3635,Namenode log also showed .,/,
HADOOP-3635,Datanode was still up and running but no verification.. Jstack didn't show DataBlockScanner.,surprise,-1
AMQ-6343,"I use several services, some of them connect over tcp and the LWT works properly..",/,
AMQ-6343,I use several clients from a webapp' connected over a websocket link.. i use a javascript code:.,/,
AMQ-6343,"i traced the ActiveMQ log, i can see that the disconnection is detected, but i didn't receive my LWT message.",surprise,-1
AMQ-6343,"(again, my LWT works when I use a tcp connexion).",/,
AMQ-6343,this is my ActiveMQ configuration,/,
YARN-1839,Use single-node cluster.,/,
YARN-1839,Turn on capacity scheduler preemption.,/,
YARN-1839,Run MR sleep job as app 1.,/,
YARN-1839,Take entire cluster.,/,
YARN-1839,Run MR sleep job as app 2.,/,
YARN-1839,Preempt app1 out.,/,
YARN-1839,Wait till app 2 finishes.,/,
YARN-1839,App 1 AM attempt 2 will start.,/,
YARN-1839,It won't be able to launch a task container with this error stack trace in AM logs:,Sadness,-1
HDFS-11593,"A busy datanode may have many client disconnect exception logged with stack like below, which does not provide much useful information.",Sadness,-1
HDFS-11593,Propose to reduce the log level from info to debug.,/,
YARN-7737,Hit this exception when a container failed:.,/,
YARN-7737,"containerLogDir is picked on container launch via {{LocalDirAllocator#getLocalPathForWrite}}, which is where it looks for {{prelaunch.err}} when the container fails.",/,
YARN-7737,But prelaunch.err (and prelaunch.out) are created in the first log dir (in {{ContainerLaunch#call}}:,surprise,-1
HIVE-13128,Nullscan provides uris of the form nullscan://null/ - which are added to the list of FileSystems for which Tez should obtain tokens..,surprise,-1
HIVE-13128,This is while trying to obtain tokens for,/,
HIVE-18574,Removing netty from Tez libs causes,/,
YARN-8211,Yarn registry dns server is constantly getting BufferUnderflowException.,/,
HDFS-13145,"With edit log in-progress edit log tailing enabled, {{QuorumOutputStream}} will send two batches to JNs, one normal edit batch followed by a dummy batch to update the commit ID on JNs..",/,
HDFS-13145,"Between each batch, it will wait for the JNs to reach a quorum.",/,
HDFS-13145,"However, if the ANN crashes in between, then SBN will crash while transiting to ANN:.",/,
HDFS-13145,"This is because without the dummy batch, the {{commitTxnId}} will lag behind the {{endTxId}}, which caused the check in {{openForWrite}} to fail:.",/,
HDFS-13145,"In our environment, this can be reproduced pretty consistently, which will leave the cluster with no running namenodes.",/,
HDFS-13145,"Even though we are using a 2.8.2 backport, I believe the same issue also exist in 3.0.x.",/,
HIVE-19316,The stack trace:,/,
HIVE-19646,Exception in proto logging hook on secure cluster.,/,
HIVE-10690,Noticed a bunch of these stack traces in hive.log while running some unit tests:,/,
YARN-6448,YARN-4719 remove the lock in continuous scheduling while sorting nodes.,/,
YARN-6448,It breaks the order in comparison if nodes changes while sorting.,/,
YARN-2931,"When the data directory is cleaned up and NM is started with existing recovery state, because of YARN-90, it will not recreate the local dirs..",/,
YARN-2931,This causes a PublicLocalizer to fail until getInitializedLocalDirs is called due to some LocalizeRunner for private localization..,/,
YARN-2931,Example error,/,
YARN-363,Starting up the proxy server fails with this error:,/,
YARN-2612,We are testing RM work preserving restart and found the following logs when we ran a simple MapReduce task "PI".,/,
YARN-2612,"Some completed containers which already pulled by AM never reported back to NM, so NM continuously report the completed containers while AM had finished.",/,
YARN-2612,"In YARN-1372, NM will report completed containers to RM until it gets ACK from RM.",/,
YARN-2612,"If AM does not call allocate, which means that AM does not ack RM, RM will not ack NM.",/,
YARN-2612,We([~chenchun]) have observed these two cases when running Mapreduce task 'pi':.,/,
YARN-2612,1) RM sends completed containers to AM.,/,
YARN-2612,"After receiving it, AM thinks it has done the work and does not need resource, so it does not call allocate.. 2) When AM finishes, it could not ack to RM because AM itself has not finished yet.. We think when RMAppAttempt call BaseFinalTransition, it means AppAttempt finishes, then RM could send this AppAttempt's completed containers to NM.",/,
STORM-1470,"We already shade commons-codec:commons-codec, but we don't apply that shading to org.apache.hadoop:hadoop-auth.",/,
YARN-4347,Resource manager fails with NPE while trying to load or recover a finished application.,/,
AMQ-4411,When the bundle is used on a platform where we don't have native libs we fail with:.,/,
AMQ-4411,Adding a '*' clause to <Bundle-NativeCode> sorts this.,/,
AMQ-4411,levelDB will fallback to the java impl in cases where the jni deps are not found.,/,
AMQ-4411,"But also, it allows the bundle to used with the default store where there are no native deps at all.",/,
STORM-1672,Component page in UI,/,
YARN-8236,Stack trace.,/,
YARN-8236,cc [~gsaha] [~csingh],/,
MAPREDUCE-3241,"When we run the TraceBuilder, we get this exception.",/,
MAPREDUCE-3241,Output of the TraceBuilder doesn't contain the map and reduce task information.,/,
MAPREDUCE-7059,"Running teragen failed in the version of hadoop-3.1, and hdfs server is 2.8..",/,
MAPREDUCE-7059,The reason of failing is 2.8 HDFS does not have setErasureCodingPolicy.. one  solution is parsing RemoteException in JobResourceUploader#disableErasure like this:.,/,
MAPREDUCE-7059,Does anyone have better solution?.,/,
MAPREDUCE-7059,The detailed exception trace is:,/,
HIVE-18886,"At 200+ sessions on a single HS2, the DbLock impl fails to propagate mysql exceptions",/,
MAPREDUCE-7077,Steps:.,/,
MAPREDUCE-7077,Launch wordcount example with pipe.,/,
MAPREDUCE-7077,The application fails with below stacktrace,/,
STORM-3118,Nimbus has issues with Pacemaker:.,/,
STORM-3118,Prevents topology submission:,/,
AMQ-6834,"Start karaf OSGi container, install Camel 2.19.2 and activemq-client feature (activemq-osgi bundle), then the ClassNotFoundException is thrown:.",/,
AMQ-6834,"From Camel 2.19.x, the camel-spring-dm feature/bundle has been totally removed, that's why the org.apache.camel.osgi.CamelNamespaceHandler couldn't be found anymore.",/,
AMQ-6834,There is still definition above in the spring.handlers of the activemq-osgi bundle.,/,
AMQ-6834,this may need to be removed or updated from spring.handlers.,/,
AMQ-3251,The following error is generated when trying to configure ActiveMQ with JTA/XA.,/,
AMQ-3251,Here is the config used to access to AMQ Broker,/,
HIVE-13856,I think the reason here is that.,/,
HIVE-13856,ends up building a query of the form.,/,
HIVE-13856,Oracle doesn't like this way of inserting multiple rows of data.,/,
HIVE-13856,Couple of ways the following [post|http://www.oratable.com/oracle-insert-all/] describe is either inserting each row individually or use the {{INSERT ALL}} semantics.,/,
MAPREDUCE-3531,Filling this Jira a bit late.,/,
MAPREDUCE-3531,Started 350 cluster.,/,
MAPREDUCE-3531,sbummited large sleep job.. Foud that job was not running as RM has not allocated resouces to it.. As this stack is from 30 Nov checkou line number may be different,/,
HIVE-17063,"The default value of {{hive.exec.stagingdir}} which is a relative path, and also drop partition on a external table will not clear the real data.",/,
HIVE-17063,"As a result, insert overwrite partition twice will happen to fail because of the target data to be moved has .",/,
HIVE-17063,already existed..,/,
HIVE-17063,This happened when we reproduce partition data onto a external table.,/,
HIVE-17063,"I see the target data will not be cleared only when {{immediately generated data}} is child of {{the target data directory}}, so my proposal is trying  to clear target file already existed finally whe doing rename  {{immediately generated data}} into {{the target data directory}}.",/,
HIVE-17063,Operation reproduced:.,/,
HIVE-17063,Stack trace:,/,
HADOOP-8721,Scenario:.,/,
HADOOP-8721,Active NN on machine1.,/,
HADOOP-8721,Standby NN on machine2.,/,
HADOOP-8721,Machine1 is isolated from the network (machine1 network cable unplugged).,/,
HADOOP-8721,After zk session timeout ZKFC at machine2 side gets notification that NN1 is not there.. ZKFC tries to failover NN2 as active.. As part of this during fencing it tries to connect to machine1 and kill NN1.,/,
HADOOP-8721,(sshfence technique configured).,/,
HADOOP-8721,This connection retry happens for 45 times( as it takes  ipc.client.connect.max.socket.retries).,/,
HADOOP-8721,Also after that standby NN is not able to take over as active (because of fencing failure)..,/,
HADOOP-8721,Suggestion: If ZKFC is not able to reach other NN for specified time/no of retries it can consider that NN as dead and instruct the other NN to take over as active as there is no chance of the other NN (NN1) retaining its state as active after zk session timeout when its isolated from network.,/,
HADOOP-8721,From ZKFC log:,/,
STORM-2321,The nimbus was restarted during HA testing.,/,
STORM-2321,After the restart the nimbus failed to come up.,/,
YARN-7511,Error log:.,/,
YARN-7511,Reproduce this problem:.,/,
YARN-7511,1,/,
YARN-7511,Container was running and ContainerManagerImpl#localize was called for this container.,/,
YARN-7511,2,/,
YARN-7511,Localization failed in ResourceLocalizationService$LocalizerRunner#run and sent out ContainerResourceFailedEvent with null LocalResourceRequest.. 3.,/,
YARN-7511,NPE when ResourceLocalizationFailedWhileRunningTransition#transition --> container.resourceSet.resourceLocalizationFailed(null).,/,
YARN-7511,I think we can fix this problem through ensuring that request is not null before remove it.,/,
HIVE-17829,Stack.,/,
HIVE-17829,Steps to Repro:.,/,
HIVE-17829,The same query works with Hive 1.2.1,/,
STORM-3013,"Hi, I have deactivated the storm topology & then if I produce any records into Kafka, Storm throws an exception.",/,
STORM-3013,"Exception follows,",/,
HDFS-11164,"When mover is trying to move a pinned block to another datanode, it will internally hits the following IOException and mark the block movement as {{failure}}.",/,
HDFS-11164,"Since the Mover has {{dfs.mover.retry.max.attempts}} configs, it will continue moving this block until it reaches {{retryMaxAttempts}}.",/,
HDFS-11164,"If the block movement failure(s) are only due to block pinning, then retry is unnecessary.",/,
HDFS-11164,The idea of this jira is to avoid retry attempts of pinned blocks as they won't be able to move to a different node.,/,
HIVE-12662,"L96 of HiveSortJoinReduceRule, you will see .",/,
HIVE-12662,It is using 鈥 RelMetadataQuery.getRowCount鈥 which is always at least 1.,/,
HIVE-12662,"This is the problem that we resolved in CALCITE-987.. To confirm this, I just run the q file :.",/,
HIVE-12662,And I got.,/,
HIVE-12662,via [~pxiong],/,
STORM-3082,[~aniket.alhat] reported on the mailing list that he got an NPE when trying to start the Trident spout..,/,
STORM-3082,It looks to me like the partitionsFor method on the consumer will return null if the specified topic doesn't exist.,/,
STORM-3082,"We didn't account for this in the filter, because the return type of the method is a List, and we assumed it wouldn't be null..",/,
STORM-3082,"I think it's reasonable that people should be able to subscribe to topics that don't exist yet, and the spout should pick up the new topics eventually.. We should check for null here https://github.com/apache/storm/blob/93ed601425a79759c0189a945c6b46266e5c9ced/external/storm-kafka-client/src/main/java/org/apache/storm/kafka/spout/subscription/NamedTopicFilter.java#L55, and maybe log a warning if the returned value is null.",/,
YARN-4167,Configure {{yarn.resourcemanager.container-tokens.master-key-rolling-interval-secs}} mismatching with {{yarn.nm.liveness-monitor.expiry-interval-ms}}.,/,
YARN-4167,On startup NPE is thrown on {{RMActiveServices#serviceStop}}.,/,
YARN-4167,*Impact Area*: RM failover with wrong configuration,/,
HDFS-4201,Saw the following NPE in a log..,/,
HDFS-4201,"Think this is likely due to {{dn}} or {{dn.getFSDataset()}} being null, (not {{bpRegistration}}) due to a configuration or local directory failure.",/,
HDFS-7916,"if any badblock found, then BPSA for StandbyNode will go for infinite times to report it.",/,
AMQ-6707,When ActiveMQ 5.14.5 is configured with jdbc persistence storage (postgres) from time to time below error occurs:.,/,
AMQ-6707,It seams that it the same issue as in https://issues.apache.org/jira/browse/AMQ-5567.,/,
HIVE-20610,Using /tmp聽directory creates exceptions for tests like dropTable :,/,
YARN-4530,"In our cluster, I found that LocalizedResource download failed trigger a NPE Cause the NodeManager shutdown.",/,
YARN-5098,Environment : HA cluster.,/,
YARN-5098,Yarn application logs for long running application could not be gathered because Nodemanager failed to talk to HDFS with below error.,/,
HDFS-12498,"Journal Syncer is not getting started in HDFS + Federated cluster, when dfs.shared.edits.dir.<<nameserviceId>> is provided, instead of dfs.namenode.shared.edits.dir .",/,
HDFS-12498,*Log Snippet:*,/,
YARN-4235,We see NPE if empty groups are returned for a user.,/,
YARN-4235,This causes a NPE and cause RM to crash as below,/,
YARN-7118,ApplicationHistoryService REST Api returns NullPointerException.,/,
YARN-7118,TimelineServer logs shows below.,/,
MAPREDUCE-5912,causes Windows local output files to be routed through HDFS:,/,
YARN-2649,Sometimes the test fails with the following error:.,/,
YARN-2649,testAMRMUnusableNodes(org.apache.hadoop.yarn.server.resourcemanager.applicationsmanager.TestAMRMRPCNodeUpdates)  Time elapsed: 41.73 sec  <<< FAILURE!.,/,
YARN-2649,junit.framework.AssertionFailedError: AppAttempt state is not correct (timedout) expected:<ALLOCATED> but was:<SCHEDULED>.,/,
YARN-2649,"When this happens, SchedulerEventType.NODE_UPDATE was processed before RMAppAttemptEvent.ATTEMPT_ADDED was processed.",/,
YARN-2649,"That is possible, given the test only waits for RMAppState.ACCEPTED before having NM sending heartbeat.",/,
YARN-2649,This can be reproduced using custom AsyncDispatcher with CountDownLatch.,/,
YARN-2649,Here is the log when this happens.,/,
YARN-7890,"While running a recent build of trunk, I saw the following:",/,
HADOOP-12602,I have seen this test failed a few times in the past.. Error Message.,/,
HADOOP-12602,Stacktrace.,/,
HADOOP-12602,Standard Output,/,
YARN-6948,"When I send kill command to a running job, I check the logs and find the Exception:",/,
STORM-3117,The following test pseudo-code causes issues:.,/,
STORM-3117,This causes nimbus to get stuck and restart:.,/,
STORM-3117,Nimbus then continually restarts:,/,
HDFS-62,I have set up {{dfs.secondary.http.address}} like this:.,/,
HDFS-62,"In my setup {{secondary.example.com}} resolves to an IP address (say, 192.168.0.10) which is not the same as the host's name (as returned by {{InetAddress.getLocalHost().getHostAddress()}}, say 192.168.0.1)..",/,
HDFS-62,"In this situation, edit log related transfers fail.",/,
HDFS-62,From the namenode log:.,/,
HDFS-62,From the secondary namenode log:,/,
YARN-1149,"When nodemanager receives a kill signal when an application has finished execution but log aggregation has not kicked in, InvalidStateTransitonException: Invalid event: APPLICATION_LOG_HANDLING_FINISHED at RUNNING is thrown",/,
HDFS-12363,Saw NN going down with NPE below:.,/,
HDFS-12363,"In that version, {{BlockManager}} code is:",/,
HDFS-8807,if you add a space between the storage type and file URI then datanodes fail during startup..,/,
HDFS-8807,Here is an example of "mis-configration" that leads to datanode failure..,/,
HDFS-8807,Here is the "fixed" version.,/,
HDFS-8807,Please *note* the lack of space between \[DISK\] and file URI.,/,
HDFS-8807,"we fail with a parsing error, here is the info from the datanode logs.",/,
AMQ-5851,When lot of messages got expired because of JMS client Time to Live (TTL) property then below error will appear and consumer will freeze.,/,
AMQ-5851,Steps to reproduce :.,/,
AMQ-5851,1,/,
AMQ-5851,Enable TTL property for JMS client.,/,
AMQ-5851,2,/,
AMQ-5851,Keep TTL value very low say 5 sec.,/,
AMQ-5851,3,/,
AMQ-5851,Send lot of messages so some message will get expired.,/,
AMQ-5851,4,/,
AMQ-5851,Make sure that some message should expired when they are in MDB means running inside MDB.,/,
AMQ-5851,Then we will see above error in the logs,/,
ZOOKEEPER-1799,org.apache.zookeeper.test.SaslAuthFailDesignatedClientTest.testAuth often fails on SUSE with the following error stack trace:.,/,
ZOOKEEPER-1799,The reason is that this is a negative test.,/,
ZOOKEEPER-1799,"After authentication fails, the client connection is closed at the server side so does the session right before test case calls JMXEnv.ensureAll  to verify the session.",/,
ZOOKEEPER-1799,Below are the log events show the sequence and you can see the session was already closed before client JMXEnv.ensureAll.,/,
HADOOP-11754,RM fails to start in the non-secure mode with the following exception:.,/,
HADOOP-11754,This is likely a regression introduced by HADOOP-10670.,/,
HADOOP-2256,I will attach the log.,/,
HADOOP-2256,Part of the log :.,/,
HADOOP-2256,Summery might look like same as HADOOP-2200 but symptoms in log are different and I think the reason is different.,/,
YARN-6798,"YARN-6703 rolled back the state store version number for the RM from 2.0 to 1.4.. YARN-6127 bumped the version for the NM to 3.0.     private static final Version CURRENT_VERSION_INFO = Version.newInstance(3, 0);.",/,
YARN-6798,"YARN-5049 bumped the version for the NM to 2.0.     private static final Version CURRENT_VERSION_INFO = Version.newInstance(2, 0);.",/,
YARN-6798,"During an upgrade, all NMs died after upgrading a C6 cluster from alpha2 to alpha4.",/,
YARN-5136,move app cause rm exit,/,
YARN-715,Tests are timing out.,/,
YARN-715,Looks like this is related to YARN-617.,/,
YARN-7249,This issue could happen when 3 conditions satisfied:.,/,
YARN-7249,1) A node is removing from scheduler.. 2) A container running on the node is being preempted.,/,
YARN-7249,3) A rare race condition causes scheduler pass a null node to leaf queue..,/,
YARN-7249,Fix of the problem is to add a null node check inside CapacityScheduler.. Stack trace:.,/,
YARN-7249,This is an issue only existed in 2.8.x,/,
HIVE-18250,CBO gets turned off with:.,/,
HIVE-18250,After that non-CBO path completes the query.,/,
HADOOP-10937,Touchz-ing a file results in a Null Pointer Exception,/,
YARN-8409,"In RM-HA env, kill ZK leader and then perform RM failover.",/,
YARN-8409,"Sometimes, active RM gets NPE and fail to come up successfully",/,
MAPREDUCE-6554,Create scenario so that MR app master gets preempted.. On next MRAppMaster launch tried to recover previous job history file {{MRAppMaster#parsePreviousJobHistory}}.,/,
MAPREDUCE-6554,EventReader(EventReader stream),/,
YARN-2671,"After YARN-2493, app submission goes wrong with the following exception:.",/,
YARN-2671,"This is because resource is putting into ResourceRequest of ApplicationSubmissionContext, but not directly into ApplicationSubmissionContext, therefore the sanity check won't get resource object from context.",/,
HIVE-18494,"The DataNucleus layer returns List<String> for this case, when exactly one column has been selected.. And MetastoreDirectSQL is disabled for all further queries.",/,
HDFS-7236,Per the following report.,/,
HDFS-7236,TestOpenFilesWithSnapshot.testOpenFilesWithMultipleSnapshots failed in most recent two runs in trunk.,/,
HDFS-7236,Creating this jira for it (The other two tests that failed more often were reported in separate jira HDFS-7221 and HDFS-7226).,/,
HDFS-7236,Symptom:.,/,
HDFS-7236,AND.,/,
HDFS-7236,AND,/,
HDFS-35,If a file has a replicaiton of 3 and setReplication() is used to set the replication to 1 we will see following log in NameNode log : .,/,
HDFS-35,Fixing this could be trivial.,/,
YARN-6117,The webapp directory for the SharedCacheManager is missing and the SCM fails to start up with the following:,/,
MAPREDUCE-6213,"When DNS failed for a time, all MapReduce jobs which completed during that time got failed.",/,
MAPREDUCE-6213,Log as below:,/,
YARN-4392,"From ATS logs, we would see a large amount of 'stale alerts' messages periodically",/,
HDFS-3332,There is 1 NN and 1 DN (NN is started with HA conf).,/,
HDFS-3332,I corrupted 1 block and found .,/,
HDFS-3332,Here when Directory scanner is trying to report badblock we got a NPE.,/,
MAPREDUCE-4657,When Shell command execution is interrupted then WindowsResourceCalculatorPlugin has NPE.. code}.,/,
YARN-1409,This problem is caused by handling APPLICATION_FINISHED events after calling sched.shotdown() in NonAggregatingLongHandler#serviceStop().,/,
YARN-1409,org.apache.hadoop.mapred.TestJobCleanup can fail because of RejectedExecutionException by NonAggregatingLogHandler.,/,
YARN-6649,"When Using tez ui (makes REST api calls to timeline service REST api), some calls were coming back as 500 internal server error.",/,
YARN-6649,The root cause was YARN-6654.,/,
YARN-6649,This jira is to handle object decoding to prevent sending back internal server errors to the client and instead respond with a partial message instead.,/,
HDFS-5322,While running HA tests we have seen issues were we see HDFS delegation token not found in cache errors causing jobs running to fail.,/,
YARN-3351,"After YARN-2713, the AppMaster link is broken in HA.",/,
YARN-3351,To repro .,/,
YARN-3351,"a) setup RM HA and ensure the first RM is not active,.",/,
YARN-3351,b) run a long sleep job and view the tracking url on the RM applications page.,/,
YARN-3351,The log and full stack trace is shown below,/,
HIVE-13261,To repro.,/,
HIVE-13261,Error msg:,/,
HIVE-17602,Error stack in hive.log,/,
YARN-8357,Line 972 in \{{ServiceClient}} returns a service with state \{{null}} which is why there is a NPE.,/,
HIVE-19155,If you try to insert data around the daylight saving time hour the query fails with following exception.,/,
HIVE-19155,You can reproduce this using the following DDL .,/,
HIVE-19155,The fix is to always adjust the Druid segments identifiers to UTC.,/,
MAPREDUCE-6898,TestKill.testKillTask() can fail if the async dispatcher thread is slower than the test's thread.. We have to wait until the job's internal state is {{JobInternalState.RUNNING}} and not {{JobInternalState.SETUP}}.,/,
YARN-8629,"When an application failed to launch container successfully, the cleanup of container also failed with below message.",/,
YARN-4763,Application state is NEW the apptempts can be empty as per inital analysis,/,
STORM-1208,"A stack trace is seen on the UI via its thrift connection to nimbus.. On nimbus, a stack trace similar to the following is seen:",/,
HDFS-13721,We have seen the above exception at datanode startup time.,/,
HDFS-13721,Should improve the NPE.,/,
HDFS-13721,Changing it to an IOE will also allow jmx to return '' correctly for \{{getDiskBalancerStatus}}.,/,
YARN-1032,We found a case where our rack resolve script was not returning rack due to problem with resolving host address.,/,
YARN-1032,"This exception was see in RackResolver.java as NPE, ultimately caught in RMContainerAllocator.",/,
YARN-7818,steps:.,/,
YARN-7818,1) Run Dshell Application.,/,
YARN-7818,2) Find out host where AM is running.,/,
YARN-7818,3) Find Containers launched by application.,/,
YARN-7818,4) Restart NM where AM is running.,/,
YARN-7818,5) Validate that new attempt is not started and containers launched before restart are in RUNNING state..,/,
YARN-7818,"In this test, step#5 fails because containers failed to launch with error 143",/,
HDFS-3398,Scenario:.,/,
HDFS-3398,=========.,/,
HDFS-3398,Start NN and three DN"S. Get the datanode to which blocks has to be replicated.. from .,/,
HDFS-3398,"Before start writing to the DN ,kill the primary DN.. Now write will fail with the exception .",/,
MAPREDUCE-5349,"The two unit tests fails due to MiniMRCluster use test class fullname in branch-2, instead of simple name as in trunk, to construct the MiniMRCluster identifier.",/,
MAPREDUCE-5349,Full name in the identifier almost always leads to a command script path with length larger than 260 characters which will generate an exception {{DefaultContainerExecutor.launchContainer()}} when launching the container script..,/,
MAPREDUCE-5349,The exception looks like the follows:,/,
YARN-196,"If NM is started before starting the RM ,NM is shutting down with the following error",/,
MAPREDUCE-3030,"Node Manager is registered with Resource manager and the for every heartbeat, it is printing the above message.",/,
HIVE-14773,Hive runs into a NPE when the query has a filter on a date column and the partitioned column .,/,
HIVE-14773,eg: .,/,
HIVE-14773,Here d_date_sk is a partition column and d_date is of type date.,/,
AMQ-5525,failures:.,/,
AMQ-5525,root cause - somewhere in blueprint converter.,/,
YARN-4326,"The timeout originates in ApplicationMaster, where it fails to connect to timeline server, and retry exceeds limits:",/,
HIVE-12364,PROBLEM:.,/,
HIVE-12364,insert into/overwrite directory '/path' invokes distcp for moveTask and fails.,/,
HIVE-12364,query when execution engine is Tez .,/,
HIVE-12364,set hive.exec.copyfile.maxsize=40000;.,/,
HIVE-12364,insert overwrite into '/tmp/testinser' select * from customer;.,/,
HIVE-12364,failed at moveTask.,/,
HIVE-12364,hive client log:,/,
